from,to
15591126,11832208
15563594,11832208
15485917,11832208
15485915,11832208
15367671,11832208
15367667,11832208
15359272,11832208
15318925,11832208
15287965,11832208
15199145,11832208
15143195,11832208
15143166,11832208
15138485,11832208
15131084,11832208
15065664,11832208
15065656,11832208
15020404,11832208
14729816,11832208
14701743,11832208
14681210,11832208
14613551,11832208
14597413,11832208
14583096,11832208
14573481,11832208
14525934,11832208
14517299,11832208
12927042,11832208
12890739,11832208
12861027,11832208
12773567,11832208
12773400,11832208
12756300,11832208
12724401,11832208
12663541,11832208
12605716,11832208
12588969,11832208
12559046,11832208
12533509,11832208
12531920,11832208
12242278,11832208
12154123,11832208
12032322,11832208
