"Source","Target"
18997792,18022363
18997794,18022362
18997794,18022363
19001635,15494428
19002380,8145033
19002934,8145033
19004981,18048652
19005053,18048652
19009040,8145033
19010913,18022362
19010913,18022363
19012392,18022362
19012392,18022363
19014523,10837071
19014650,15494428
19018532,10837071
19020113,10837071
19020517,18048652
19025640,8145033
19026645,10837071
19026777,18022362
19026777,18022363
19029953,18022362
19029953,18022363
19041754,18048652
19047096,18022362
19047096,18022363
19047644,8145033
19049347,18022362
19049347,18022363
19049809,8145033
19050267,14525967
19058915,10837071
19060883,16603398
19064255,14525967
19074283,14525967
19074768,10837071
19074899,18048652
19085935,15494428
19085952,14525967
19088276,8145033
19088369,18048652
19098124,10837071
19098906,15494428
19102780,18048652
19102782,18048652
19109175,18048652
19109217,15494428
19110021,8145033
19116625,18022362
19116625,18022363
19116662,14525967
19117399,10837071
19117586,8145033
19117939,10837071
19118044,8145033
19118902,18048652
19119371,15494428
19121385,10837071
19121586,18048652
19126861,18048652
19129459,8145033
19129485,8145033
19131965,10837071
19131965,16603398
19132123,15494428
19135651,18048652
19135978,14525967
19138149,18022362
19138149,18022363
19139200,10837071
19141537,16603398
19141537,18022362
19146813,18048652
19147532,18022362
19148288,14525967
19149869,8145033
19150425,16603398
19155329,18048652
19157638,8145033
19159391,18048652
19159619,10837071
19160516,18048652
19161415,14525967
19165214,18048652
19167326,18048652
19170127,10837071
19173032,18048652
19176316,8145033
19177009,18048652
19179414,10837071
19179481,18048652
19185524,16603398
19190769,8145033
19191336,15494428
19196251,15494428
19196471,18048652
19196865,10837071
19199973,18048652
19201837,8145033
19204764,15494428
19204784,18048652
19210524,15494428
19210755,15494428
19216748,10837071
19219529,8145033
19220323,10837071
19220590,18048652
19220838,8145033
19220840,10837071
19225534,8145033
19228082,15494428
19228877,10837071
19229322,8145033
19234204,8145033
19236899,8145033
19239475,10837071
19239886,18048652
19239892,18048652
19239902,18022362
19239902,18022363
19242788,18048652
19243308,18022362
19243308,18022363
19243468,16603398
19243472,10837071
19243546,8145033
19253296,18048652
19258035,14525967
19258311,14525967
19258326,18022362
19258326,18022363
19258426,10837071
19262565,10837071
19264808,18048652
19264966,16603398
19265151,14525967
19269369,18048652
19273235,14525967
19273561,8145033
19276372,18022362
19276372,18022363
19276651,18048652
19278845,18048652
19279678,18022362
19281271,16603398
19281271,18022362
19286564,10837071
19286629,18048652
19286996,18048652
19290929,10837071
19295136,18048652
19295307,15494428
19297398,18048652
19297559,15494428
19298672,8145033
19299730,14525967
19301659,18048652
19304925,18048652
19307610,10837071
19307751,15494428
19319200,8145033
19320780,18048652
19322197,10837071
19324892,18048652
19332566,16603398
19336466,18048652
19336531,10837071
19339633,18048652
19340450,18048652
19342876,18048652
19343209,18022362
19343209,18022363
19345326,16603398
19351399,18048652
19351823,10837071
19360674,18048652
19360909,18048652
19373245,16603398
19373246,16603398
19373254,16603398
19380491,16603398
19380639,16603398
19386588,8145033
19387084,14525967
19403682,8145033
19409903,16603398
19409903,18022362
19409903,18022363
19413912,18048652
19414598,18048652
19416898,18048652
19421137,18022363
19422324,16603398
19424025,15494428
19426212,10837071
19426221,18022363
19428911,8145033
19436050,10837071
19436809,15494428
19438601,8145033
19439715,18048652
19440245,14525967
19451265,10837071
19456208,15494428
19458354,15494428
19458942,18048652
19465115,10837071
19478881,14525967
19483084,10837071
19489103,15494428
19489726,18022362
19490895,10837071
19492350,15494428
19500379,15494428
19502390,14525967
19502793,10837071
19503805,18048652
19506082,18022362
19506082,18022363
19509265,16603398
19509265,18022362
19509265,18022363
19514839,14525967
19524453,8145033
19528081,18048652
19531803,10837071
19533340,8145033
19535454,10837071
19535458,10837071
19535566,18048652
19536157,18048652
19538250,8145033
19543231,16603398
19546436,15494428
19548271,14525967
19549337,18022363
19553527,14525967
19553696,15494428
19561119,18048652
19563669,18022363
19570027,10837071
19574556,14525967
19578358,18048652
19583839,10837071
19584442,18048652
19585622,18048652
19586959,15494428
19591219,15494428
19595715,10837071
19596768,14525967
19598002,18048652
19602999,15494428
19620345,14525967
19625412,14525967
19626005,18022362
19626005,18022363
19626680,10837071
19627945,15494428
19627983,18048652
19628765,8145033
19632182,18048652
19635920,8145033
19635926,14525967
19639290,10837071
19648110,10837071
19648285,8145033
19649275,10837071
19651621,14525967
19651855,8145033
19652028,14525967
19652363,8145033
19656241,10837071
19656313,15494428
19656406,14525967
19656994,8145033
19657145,10837071
19657383,18022362
19664273,18048652
19664281,14525967
19664638,16603398
19666564,15494428
19667186,14525967
19667203,18022362
19667203,18022363
19667844,15494428
19668473,10837071
19671678,18048652
19673035,15494428
19675569,16603398
19679836,18048652
19689730,18048652
19689793,18048652
19689821,18048652
19690165,10837071
19691441,15494428
19692421,18048652
19695529,10837071
19696766,14525967
19698068,15494428
19703278,10837071
19704418,10837071
19705306,18048652
19706715,16603398
19706893,18022363
19707406,14525967
19707455,15494428
19707456,8145033
19714753,10837071
19721001,15494428
19721809,18048652
19723760,18048652
19726685,18022362
19737229,15494428
19737514,18022362
19737514,18022363
19739098,18022362
19739098,18022363
19740675,16603398
19745066,18048652
19745813,18048652
19746431,10837071
19747488,10837071
19747512,10837071
19750479,8145033
19752033,14525967
19752753,14525967
19755963,15494428
19756155,8145033
19756201,15494428
19758457,18048652
19758996,18022362
19758996,18022363
19763089,16603398
19763159,18048652
19771163,8145033
19771171,15494428
19771235,18048652
19771236,18048652
19772658,18048652
19772890,8145033
19775197,15494428
19776209,18048652
19779605,8145033
19783682,14525967
19793807,14525967
19796244,15494428
19796269,15494428
19797777,15494428
19798070,10837071
19801519,14525967
19805514,8145033
19810754,16603398
19810754,18022362
19810754,18022363
19812037,10837071
19812168,18048652
19814802,8145033
19815541,16603398
19815541,18022362
19815541,18022363
19819692,18022362
19822293,14525967
19822293,15494428
19823771,10837071
19825969,18048652
19826008,18048652
19828316,18048652
19829062,18048652
19833085,14525967
19834493,10837071
19835956,14525967
19840188,15494428
19841074,8145033
19841082,8145033
19848582,8145033
19850458,18022362
19850458,18022363
19850724,18048652
19851467,10837071
19854138,16603398
19854138,18022363
19854139,16603398
19854829,18022362
19854829,18022363
19858326,8145033
19864316,18048652
19880452,8145033
19880512,18048652
19881908,18048652
19881910,18048652
19881911,18048652
19884893,15494428
19889756,8145033
19891781,18048652
19893574,18022362
19893574,18022363
19895686,18022362
19895686,18022363
19903743,18048652
19904270,18022362
19910467,16603398
19913506,14525967
19915047,14525967
19917688,10837071
19918258,18048652
19922538,14525967
19923276,14525967
19923445,15494428
19925880,10837071
19929594,14525967
19933853,8145033
19934056,15494428
19934306,14525967
19937410,18048652
19940030,10837071
19955178,16603398
19962318,10837071
19966933,18022362
19966933,18022363
19967788,15494428
20001209,16603398
20001209,18022362
20001209,18022363
20002448,15494428
20003267,18048652
20003303,18048652
20007146,18048652
20007713,18022362
20008527,10837071
20010955,18048652
20011099,18048652
20011108,18022363
20017695,15494428
20017699,15494428
20018250,15494428
20018844,15494428
20018867,10837071
20026656,10837071
20030670,8145033
20038579,10837071
20038579,16603398
20038679,18022362
20038679,18022363
20042578,14525967
20045303,16603398
20049723,8145033
20052297,15494428
20062539,18022363
20064452,14525967
20064526,18022362
20064526,18022363
20065289,10837071
20068038,10837071
20068105,15494428
20083666,14525967
20086086,10837071
20090903,18048652
20090954,10837071
20098747,16603398
20100861,8145033
20102618,10837071
20107511,18048652
20107535,8145033
20118173,18048652
20119528,18022362
20119528,18022363
20122400,16603398
20123717,14525967
20126406,15494428
20126447,10837071
20126538,18048652
20129247,18022362
20130212,15494428
20130964,18048652
20133564,8145033
20142498,8145033
20145267,15494428
20146715,18048652
20147406,10837071
20150966,10837071
20151024,10837071
20157515,18022362
20157515,18022363
20160145,16603398
20160514,18048652
20161373,18048652
20161788,16603398
20163251,15494428
20166241,18022362
20167798,14525967
20167927,10837071
20169081,14525967
20170491,8145033
20172487,18048652
20172729,18022362
20179086,15494428
20181238,18048652
20181483,16603398
20182598,10837071
20182612,10837071
20191089,15494428
20194077,10837071
20194509,16603398
20195534,10837071
20202975,10837071
20202975,16603398
20205645,15494428
20211135,18048652
20215348,18048652
20217543,18048652
20221256,18022362
20221256,18022363
20221895,18048652
20226079,18048652
20228812,10837071
20231466,15494428
20237196,14525967
20237426,16603398
20237426,18022362
20237426,18022363
20298588,18048652
20299343,18048652
20300190,18048652
20300203,16603398
20300215,16603398
20303380,8145033
20304457,8145033
20304832,14525967
20309390,18048652
20331470,14525967
20332227,18048652
20332237,18022362
20332237,18022363
20333187,18048652
20336062,14525967
20337718,8145033
20345847,16603398
20346098,18048652
20346162,18048652
20346680,16603398
20346680,18022362
20346680,18022363
20347421,10837071
20347722,18048652
20348096,18022362
20348096,18022363
20348098,8145033
20351172,16603398
20351193,18048652
20351780,10837071
20352393,18048652
20356846,18022362
20356846,18022363
20357899,16603398
20360990,15494428
20362537,18048652
20363318,10837071
20363924,14525967
20367623,8145033
20367887,18022363
20368278,14525967
20371728,10837071
20372064,18048652
20375468,18048652
20375631,8145033
20382130,15494428
20385090,18048652
20385093,16603398
20385093,18022362
20385093,18022363
20385620,10837071
20385795,8145033
20386732,18048652
20386869,14525967
20389289,15494428
20394835,14525967
20395348,15494428
20406302,8145033
20412055,18048652
20412767,18048652
20415588,15494428
20418359,18048652
20427538,18048652
20428111,18048652
20428329,15494428
20431601,18022362
20431601,18022363
20433747,10837071
20435892,14525967
20436665,15494428
20439986,8145033
20443226,18022362
20443226,18022363
20446812,15494428
20448038,10837071
20451638,8145033
20452378,14525967
20454519,14525967
20456409,15494428
20456412,15494428
20457265,15494428
20457564,10837071
20460095,18048652
20461078,18022362
20461078,18022363
20467044,18048652
20471472,10837071
20478018,14525967
20479936,18048652
20484047,18022363
